Run,Detector,Yield,Yield err,Area,Area err,sig1,X2NDF,IsValid,Status,Q_int
run_0109,det7,0.0189843,0.000246174,14489,187.882,8.43696,1.41196,1,0,763208
run_0109,det8,0.0190358,0.000228294,14528.3,174.236,7.80676,0.898714,1,0,763208
run_0109,det9,0.0185579,0.000219012,14163.5,167.152,7.56091,1.00502,1,0,763208
run_0109,det10,0.00763089,0.000209003,5823.96,159.513,8.91273,1.21484,1,0,763208
run_0109,det11,0.0145072,0.000244874,11072,186.89,9.35922,0.837652,1,0,763208
run_0109,det12,0.0204633,0.00024325,15617.8,185.65,8.05486,0.993456,1,0,763208
run_0110,det0,0.0193048,0.000262002,10912.5,148.103,7.31783,1.09445,1,0,565276
run_0110,det1,0.0193175,0.000297227,10919.7,168.015,8.10255,0.839269,1,0,565276
run_0110,det2,0.0069822,0.000203585,3946.87,115.082,7.87904,0.939703,1,0,565276
run_0110,det3,0.0181244,0.000265921,10245.3,150.319,8.15476,1.41748,1,0,565276
run_0110,det4,0.0185801,0.000274775,10502.9,155.324,8.26762,1.07342,1,0,565276
run_0110,det5,0.018837,0.000283682,10648.1,160.359,8.83273,1.01452,1,0,565276
run_0110,det6,0.0192154,0.000270901,10862,153.134,7.97069,1.19715,1,0,565276
run_0110,det7,0.0188402,0.000281725,10649.9,159.252,8.4463,1.25361,1,0,565276
run_0110,det8,0.0188503,0.000266131,10655.6,150.438,7.81116,0.826585,1,0,565276
run_0110,det9,0.0188505,0.000259916,10655.7,146.924,7.71356,0.984969,1,0,565276
run_0110,det10,0.00796466,0.000247504,4502.23,139.908,9.00363,0.91262,1,0,565276
run_0110,det11,0.0139461,0.000280986,7883.42,158.835,9.1927,1.14676,1,0,565276
run_0110,det12,0.0201033,0.000284085,11363.9,160.587,8.00965,0.792818,1,0,565276
run_0111,det0,0.0190595,0.00034193,6603.81,118.473,7.47231,1.00671,1,0,346483
run_0111,det1,0.0189257,0.000365179,6557.43,126.528,7.73893,1.06854,1,0,346483
run_0111,det2,0.00747337,0.000271203,2589.39,93.9672,7.88913,1.03934,1,0,346483
run_0111,det3,0.0177497,0.000348583,6149.95,120.778,8.39448,0.984222,1,0,346483
run_0111,det4,0.0182669,0.000353264,6329.19,122.4,8.16266,1.27035,1,0,346483
run_0111,det5,0.0183367,0.000357482,6353.35,123.862,8.44521,1.3066,1,0,346483
run_0111,det6,0.0187627,0.000349829,6500.94,121.21,7.90639,1.02821,1,0,346483
run_0111,det7,0.0179377,0.000357826,6215.12,123.981,8.22762,1.01854,1,0,346483
run_0111,det8,0.0184773,0.000343008,6402.08,118.847,7.80889,0.694026,1,0,346483
run_0111,det9,0.0188455,0.00034066,6529.64,118.033,7.51984,1.11603,1,0,346483
run_0111,det10,0.00768102,0.000303611,2661.34,105.196,8.49562,1.21477,1,0,346483
run_0111,det11,0.0151257,0.000363345,5240.8,125.893,9.35873,1.0029,1,0,346483
run_0111,det12,0.0203374,0.000365161,7046.57,126.522,7.99282,1.03198,1,0,346483
run_0112,det0,0.0196821,0.000321268,8139.06,132.853,7.41403,0.958353,1,0,413525
