,Angle,Detector,Ep,Q int,Run,Yield,Yield effcor,Yield err,Yield err effcor
5682,105,1,2959,249588.0,566,0.00867525,4.885833084677338e-10,0.000228807,1.2886231642958616e-11
5683,90,2,2959,249588.0,566,0.00500584,4.78114334797302e-10,0.00018423599999999998,1.759662166304071e-11
5684,45,3,2959,249588.0,566,0.0091094,5.210767988988609e-10,0.000236401,1.3522633360758076e-11
5685,30,4,2959,249588.0,566,0.00851261,4.709208694256536e-10,0.000228194,1.2623780118872775e-11
5686,15,5,2959,249588.0,566,0.00803936,4.2768367996124304e-10,0.000238902,1.270928115050214e-11
5687,0,6,2959,249588.0,566,0.00809359,4.4621335081628565e-10,0.000226598,1.2492732257041523e-11
5688,-15,7,2959,249588.0,566,0.00822786,4.4918881573718933e-10,0.00024831,1.3556146414219674e-11
5689,-30,8,2959,249588.0,566,0.00842328,4.6080078355778877e-10,0.000232364,1.2711617478063418e-11
5690,-45,9,2959,249588.0,566,0.00861127,4.768612928846461e-10,0.000214927,1.19018875375895e-11
5691,-90,10,2959,249588.0,566,0.00438596,3.897992312021527e-10,0.00019695900000000002,1.750459803061241e-11
5692,-105,11,2959,249588.0,566,0.00851055,4.912587138261885e-10,0.000260413,1.5031949221098427e-11
5693,-120,12,2959,249588.0,566,0.00994892,5.440299077777667e-10,0.000251545,1.3755061167640137e-11
5694,120,0,2950,271253.0,567,0.0093917,4.988164461622835e-10,0.000235296,1.2497153286007927e-11
5695,105,1,2950,271253.0,567,0.00790056,4.449533723578961e-10,0.000208984,1.17698157559518e-11
5696,90,2,2950,271253.0,567,0.00488807,4.66865967848083e-10,0.000168608,1.6103970914272826e-11
5697,45,3,2950,271253.0,567,0.00867989,4.965079254390227e-10,0.00022935900000000002,1.3119816180938795e-11
5698,30,4,2950,271253.0,567,0.00872615,4.827339846109086e-10,0.000227286,1.25735492085599e-11
5699,15,5,2950,271253.0,567,0.0084877,4.5153479510894434e-10,0.00022579799999999998,1.2012165093724966e-11
5700,0,6,2950,271253.0,567,0.00779583,4.2979733674353706e-10,0.00021981,1.2118498298397588e-11
5701,-15,7,2950,271253.0,567,0.00747971,4.0834458497806375e-10,0.00024354700000000002,1.3296116913309809e-11
5702,-30,8,2950,271253.0,567,0.00868215,4.749624282899602e-10,0.000222362,1.2164451832715644e-11
5703,-45,9,2950,271253.0,567,0.00852293,4.71969340058474e-10,0.000209741,1.161470543031615e-11
5704,-90,10,2950,271253.0,567,0.00463463,4.1189960941422917e-10,0.00022246900000000001,1.9771782042314955e-11
5705,-105,11,2950,271253.0,567,0.00760687,4.390951433741672e-10,0.00023736099999999998,1.3701307150830194e-11
5706,-120,12,2950,271253.0,567,0.00897508,4.907780889481551e-10,0.000239133,1.3076344360656301e-11
5707,120,0,2939,304517.0,568,0.00482941,2.565019254512595e-10,0.000172837,9.179801112189549e-12
5708,105,1,2939,304517.0,568,0.00397316,2.2376526991979028e-10,0.000162792,9.168318371468178e-12
5709,90,2,2939,304517.0,568,0.00228839,2.1856712611805368e-10,0.000132008,1.2608256977434805e-11
5710,45,3,2939,304517.0,568,0.00424601,2.4288068356780387e-10,0.00016475,9.424045778930263e-12
5711,30,4,2939,304517.0,568,0.00387422,2.1432334510170855e-10,0.000177468,9.817598228420176e-12
5712,15,5,2939,304517.0,568,0.00389143,2.0701910384801526e-10,0.000173109,9.209177615433421e-12
5713,0,6,2939,304517.0,568,0.00337623,1.8613728906782625e-10,0.000157503,8.68340765885317e-12
5714,-15,7,2939,304517.0,568,0.00378667,2.0672809368262739e-10,0.00018774900000000002,1.024990106368382e-11
5715,-30,8,2939,304517.0,568,0.00400047,2.1884820528338452e-10,0.000162537,8.891687912206683e-12
5716,-45,9,2939,304517.0,568,0.0042844,2.372547281916579e-10,0.000143734,7.95947416251978e-12
5717,-90,10,2939,304517.0,568,0.00207261,1.842018131907025e-10,0.000159645,1.4188341495423504e-11
5718,-105,11,2939,304517.0,568,0.00409787,2.365433897488321e-10,0.00016799,9.696970388007991e-12
5719,-120,12,2939,304517.0,568,0.00454037,2.482779108060914e-10,0.00017245400000000003,9.430182745052428e-12
5720,120,0,2929,272405.0,569,0.0031875999999999996,1.6930133030089277e-10,0.00016686099999999997,8.862400952232798e-12
5721,105,1,2929,272405.0,569,0.0027484000000000002,1.54787742715509e-10,0.000158306,8.915670353049543e-12
5722,90,2,2929,272405.0,569,0.00180885,1.7276563264069561e-10,0.000130951,1.2507301523029398e-11
5723,45,3,2929,272405.0,569,0.00319692,1.828705337273307e-10,0.00015366700000000002,8.790074917820193e-12
5724,30,4,2929,272405.0,569,0.00252841,1.398726166786117e-10,0.000143669,7.947824508524907e-12
5725,15,5,2929,272405.0,569,0.00222657,1.1845067907038681e-10,0.000141619,7.533949850788033e-12
5726,0,6,2929,272405.0,569,0.0022903000000000003,1.2626812543933397e-10,0.000143008,7.884273712102463e-12
5727,-15,7,2929,272405.0,569,0.00251149,1.3711137754358892e-10,0.00018209700000000002,9.94133781801039e-12
5728,-30,8,2929,272405.0,569,0.00255868,1.3997418450694298e-10,0.00015236200000000002,8.335058194008963e-12
5729,-45,9,2929,272405.0,569,0.00292592,1.6202697094354766e-10,0.00013443100000000001,7.44430733954177e-12
5730,-90,10,2929,272405.0,569,0.00151273,1.344428565277459e-10,0.00015452399999999999,1.3733216080922179e-11
5731,-105,11,2929,272405.0,569,0.00314344,1.8145035178570056e-10,0.00017621599999999998,1.0171803880547746e-11
5732,-120,12,2929,272405.0,569,0.00324305,1.773374589823505e-10,0.000173339,9.478576587638689e-12
5733,120,0,2925,333458.0,570,0.00319478,1.6968267788263466e-10,0.00014845600000000002,7.884865821040703e-12
5734,105,1,2925,333458.0,570,0.00290201,1.6343893801405698e-10,0.00014573600000000002,8.2077377646585e-12
5735,90,2,2925,333458.0,570,0.00173188,1.654141271292633e-10,0.000117809,1.1252091890299201e-11
5736,45,3,2925,333458.0,570,0.00265165,1.5167994530925908e-10,0.00013561200000000002,7.757291023807532e-12
5737,30,4,2925,333458.0,570,0.00256927,1.421330076426911e-10,0.00013868799999999998,7.67227366681958e-12
5738,15,5,2925,333458.0,570,0.0023667,1.2590541602369764e-10,0.000135058,7.184913033898912e-12
5739,0,6,2925,333458.0,570,0.0024841999999999998,1.3695816147072148e-10,0.000135642,7.478173632642945e-12
5740,-15,7,2925,333458.0,570,0.00263069,1.436189392711673e-10,0.000173418,9.467519628130752e-12
5741,-30,8,2925,333458.0,570,0.00266843,1.4597812667620098e-10,0.000131715,7.205551187460721e-12
5742,-45,9,2925,333458.0,570,0.00256515,1.4204882037644272e-10,0.000123429,6.835055981226807e-12
5743,-90,10,2925,333458.0,570,0.00156737,1.3929894960494805e-10,0.000141962,1.2616776819651798e-11
5744,-105,11,2925,333458.0,570,0.00269933,1.5581476919734274e-10,0.000148539,8.574190633158633e-12
5745,-120,12,2925,333458.0,570,0.00311776,1.704863126121438e-10,0.000155674,8.512613616693676e-12
5746,120,0,2923,266471.0,571,0.00320284,1.701107644437544e-10,0.00017340700000000002,9.21007522383201e-12
5747,105,1,2923,266471.0,571,0.00293688,1.6540278919601367e-10,0.000149689,8.43036763911433e-12
5748,90,2,2923,266471.0,571,0.00170899,1.632278732490933e-10,0.00012378,1.1822389920814497e-11
5749,45,3,2923,266471.0,571,0.00312521,1.787685712216731e-10,0.000157106,8.986792935627423e-12
5750,30,4,2923,266471.0,571,0.00279256,1.544854965895657e-10,0.000149585,8.275099910959904e-12
5751,15,5,2923,266471.0,571,0.00256402,1.3640258790428922e-10,0.00017459599999999998,9.288284115466054e-12
5752,0,6,2923,266471.0,571,0.00203823,1.1237107859853017e-10,0.000144434,7.962891511900085e-12
5753,-15,7,2923,266471.0,571,0.00251552,1.3733138990736525e-10,0.000147683,8.062552337365405e-12
5754,-30,8,2923,266471.0,571,0.00268158,1.4669750562404371e-10,0.000152383,8.336207012100573e-12
5755,-45,9,2923,266471.0,571,0.00278734,1.5435290684290348e-10,0.000139101,7.702915214776351e-12
5756,-90,10,2923,266471.0,571,0.00143825,1.278234968573576e-10,0.000162653,1.445567546277753e-11
5757,-105,11,2923,266471.0,571,0.00298065,1.7205354358602308e-10,0.000159395,9.200836924796319e-12
5758,-120,12,2923,266471.0,571,0.00330788,1.8088251301044928e-10,0.00018263400000000001,9.986848640564468e-12
6019,120,0,2914,110780.0,594,0.00963555,5.117679235728345e-10,0.000352206,1.870653292130639e-11
6020,105,1,2914,110780.0,594,0.00762466,4.2941489971373624e-10,0.00033754900000000003,1.9010496203564744e-11
6021,90,2,2914,110780.0,594,0.00378983,3.6197162702860234e-10,0.00024599400000000003,2.349520913056101e-11
6022,45,3,2914,110780.0,594,0.00888517,5.082503722827181e-10,0.000347617,1.98844219819994e-11
6023,30,4,2914,110780.0,594,0.0093892,5.194141664203278e-10,0.00036521599999999997,2.0203890022937672e-11
6024,15,5,2914,110780.0,594,0.009107299999999999,4.844967234345805e-10,0.000365484,1.9443281814342805e-11
6025,0,6,2914,110780.0,594,0.00870335,4.798304543258208e-10,0.000344329,1.8983442066279713e-11
6026,-15,7,2914,110780.0,594,0.00839576,4.583550876672263e-10,0.000400633,2.187201323494048e-11
6027,-30,8,2914,110780.0,594,0.00917515,5.019323006311372e-10,0.000355014,1.9421262189311625e-11
6028,-45,9,2914,110780.0,594,0.00935922,5.18280085236189e-10,0.00032293,1.7882706884261993e-11
6029,-90,10,2914,110780.0,594,0.0034924999999999995,3.1039357745476885e-10,0.00030377,2.6997353478435257e-11
6030,-105,11,2914,110780.0,594,0.00679101,3.9200085049506605e-10,0.000335574,1.9370505035927098e-11
6031,-120,12,2914,110780.0,594,0.00892816,4.88212395056463e-10,0.000380046,2.0781792428857516e-11
6058,120,0,2912,143736.0,597,0.00648823,3.446059638280091e-10,0.00026524700000000003,1.4087925071627843e-11
6059,105,1,2912,143736.0,597,0.004807100000000001,2.707321197815905e-10,0.000252249,1.4206466785127502e-11
6060,90,2,2912,143736.0,597,0.00277711,2.652454134189138e-10,0.000190895,1.8232631474663786e-11
6061,45,3,2912,143736.0,597,0.00617863,3.5343060376978385e-10,0.000246919,1.4124285036040557e-11
6062,30,4,2912,143736.0,597,0.00529779,2.930757867251681e-10,0.00025389200000000003,1.4045403393344465e-11
6063,15,5,2912,143736.0,597,0.00537069,2.857138457701917e-10,0.000251485,1.3378680672970637e-11
6064,0,6,2912,143736.0,597,0.00465053,2.5639161044377844e-10,0.000236104,1.3016814167894384e-11
6065,-15,7,2912,143736.0,597,0.00534082,2.915747971970227e-10,0.000264384,1.4433684561946977e-11
6066,-30,8,2912,143736.0,597,0.00547662,2.996019112801969e-10,0.000261807,1.4322315148126857e-11
6067,-45,9,2912,143736.0,597,0.00642789,3.5595352786758375e-10,0.000251686,1.3937469311839605e-11
6068,-90,10,2912,143736.0,597,0.00267039,2.373291067428605e-10,0.000204138,1.814262680442709e-11
6069,-105,11,2912,143736.0,597,0.00481785,2.7810315366310076e-10,0.000287077,1.6571088565260846e-11
6070,-120,12,2912,143736.0,597,0.00678831,3.7120045826751963e-10,0.000290815,1.5902435403078047e-11
6071,120,0,2911,188764.0,598,0.00760412,4.0387364530293156e-10,0.000250519,1.33056845167679e-11
6072,105,1,2911,188764.0,598,0.00581282,3.2737348515920713e-10,0.00024276400000000002,1.3672278988716281e-11
6073,90,2,2911,188764.0,598,0.00357838,3.41775760582034e-10,0.000191371,1.827809485810463e-11
6074,45,3,2911,188764.0,598,0.00741168,4.2396365170732537e-10,0.000255721,1.4627777909765254e-11
6075,30,4,2911,188764.0,598,0.00666673,3.6880607567198393e-10,0.000239232,1.3234406537411902e-11
6076,15,5,2911,188764.0,598,0.00626642,3.333655372794268e-10,0.00023561,1.2534150956751344e-11
6077,0,6,2911,188764.0,598,0.00633418,3.49214091950976e-10,0.000239785,1.3219753944230317e-11
6078,-15,7,2911,188764.0,598,0.00579785,3.1652572787114305e-10,0.00027498,1.501215875712668e-11
6079,-30,8,2911,188764.0,598,0.0068907,3.7696003923194464e-10,0.00025191,1.3780893593237141e-11
6080,-45,9,2911,188764.0,598,0.00669524,3.7075841340162344e-10,0.000229845,1.2727992951454486e-11
6081,-90,10,2911,188764.0,598,0.00294835,2.6203261391231725e-10,0.00020914900000000003,1.858797604326055e-11
6082,-105,11,2911,188764.0,598,0.00648647,3.744217364884945e-10,0.000263228,1.5194440867281193e-11
6083,-120,12,2911,188764.0,598,0.00754669,4.1267042701392657e-10,0.00026467,1.4472766460233023e-11
6136,120,0,2908,80902.0,604,0.021606099999999996,1.1475534799266279e-09,0.000606199,3.2196730181663605e-11
6137,105,1,2908,80902.0,604,0.0177773,1.0012036597934863e-09,0.000548337,3.0881911831390644e-11
6138,90,2,2908,80902.0,604,0.00883658,8.439933295077635e-10,0.00038920599999999996,3.717357482243114e-11
6139,45,3,2908,80902.0,604,0.0201202,1.150917668474857e-09,0.0005655969999999999,3.235333548058039e-11
6140,30,4,2908,80902.0,604,0.0198339,1.0972190000600839e-09,0.00058353,3.228110473003598e-11
6141,15,5,2908,80902.0,604,0.018562000000000002,9.874746829897646e-10,0.000562576,2.992832438625416e-11
6142,0,6,2908,80902.0,604,0.016413999999999998,9.049316731263272e-10,0.0005413109999999999,2.9843393987552417e-11
6143,-15,7,2908,80902.0,604,0.0178721,9.757029693913872e-10,0.0005873580000000001,3.206601041264242e-11
6144,-30,8,2908,80902.0,604,0.0201721,1.103527305990786e-09,0.0005758919999999999,3.150453087688668e-11
6145,-45,9,2908,80902.0,604,0.019359400000000002,1.0720542397893712e-09,0.000535007,2.962677162861411e-11
6146,-90,10,2908,80902.0,604,0.010072399999999999,8.95177743609281e-10,0.000543228,4.8279021415490105e-11
6147,-105,11,2908,80902.0,604,0.017128900000000002,9.887400207104594e-10,0.000551035,3.180766758590382e-11
6148,-120,12,2908,80902.0,604,0.0218848,1.1967113742732748e-09,0.000615429,3.3653078134487284e-11
6305,120,0,2892,53208.0,619,0.00406597,2.1595373634192532e-10,0.000437481,2.323569936044826e-11
6306,105,1,2892,53208.0,619,0.00417434,2.350955704872136e-10,0.000393877,2.2182845196316596e-11
6314,-45,9,2892,53208.0,619,0.00376908,2.0871815211759261e-10,0.000346022,1.9161459144415515e-11
6317,-120,12,2892,53208.0,619,0.00532944,2.914260795852355e-10,0.0006106880000000001,3.3393829312225734e-11
6318,120,0,2888,105629.0,620,0.00582995,3.096430827543261e-10,0.000321492,1.7075236316066827e-11
6319,105,1,2888,105629.0,620,0.00446207,2.513002994973771e-10,0.000280646,1.5805763659633507e-11
6320,90,2,2888,105629.0,620,0.00258971,2.4734659397182505e-10,0.00023872099999999998,2.2800555374751635e-11
6321,45,3,2888,105629.0,620,0.00441728,2.526776870309746e-10,0.000269064,1.5391025514185687e-11
6322,30,4,2888,105629.0,620,0.00423693,2.3438860223781356e-10,0.000295893,1.6368914917629834e-11
6323,15,5,2888,105629.0,620,0.00480618,2.556826350550451e-10,0.000310962,1.6542781078109213e-11
6324,0,6,2888,105629.0,620,0.00407128,2.2445657500705214e-10,0.000261394,1.4411094782818522e-11
6325,-15,7,2888,105629.0,620,0.00429263,2.343502910960968e-10,0.000352651,1.9252501265035568e-11
6326,-30,8,2888,105629.0,620,0.0043949,2.4042574432502846e-10,0.000279116,1.5269214783732196e-11
6327,-45,9,2888,105629.0,620,0.00475617,2.633796612322186e-10,0.000251955,1.3952365568464468e-11
6328,-90,10,2888,105629.0,620,0.00196539,1.7467270814426006e-10,0.00025006299999999997,2.222418014576145e-11
6329,-105,11,2888,105629.0,620,0.0035451000000000002,2.0463557189432187e-10,0.00030177299999999997,1.7419393088281056e-11
6330,-120,12,2888,105629.0,620,0.00493301,2.6974837222199004e-10,0.000338331,1.8500719950342305e-11
6331,120,0,2884,49903.0,621,0.00415858,2.2087248279667673e-10,0.000487397,2.58868617407028e-11
6334,45,3,2884,49903.0,621,0.00414016,2.3682584140877645e-10,0.000409121,2.3402579867203204e-11
6338,-15,7,2884,49903.0,621,0.00418796,2.286359749381637e-10,0.000483401,2.639061951906973e-11
6339,-30,8,2884,49903.0,621,0.0045725,2.5014146304266143e-10,0.000455186,2.4901233897547707e-11
6343,-120,12,2884,49903.0,621,0.00501148,2.7403929293130533e-10,0.000449804,2.4596320870815178e-11
6370,120,0,2877,70009.0,624,0.014878899999999999,7.902552275737086e-10,0.000564836,2.9999838813475674e-11
6371,105,1,2877,70009.0,624,0.011201299999999999,6.308484727402236e-10,0.00049118,2.766287420572104e-11
6372,90,2,2877,70009.0,624,0.00618213,5.904633333427446e-10,0.000367135,3.506554470494612e-11
6373,45,3,2877,70009.0,624,0.015555600000000001,8.898129682472086e-10,0.000544634,3.115420788322856e-11
6374,30,4,2877,70009.0,624,0.015517,8.584064265692737e-10,0.000553252,3.060611408856762e-11
6375,15,5,2877,70009.0,624,0.015791399999999997,8.400823030365566e-10,0.0005514119999999999,2.933441385070315e-11
6376,0,6,2877,70009.0,624,0.013830200000000003,7.624823946430934e-10,0.000519648,2.8649076037330925e-11
6377,-15,7,2877,70009.0,624,0.014309100000000002,7.811858348665407e-10,0.000604343,3.299328336518368e-11
6378,-30,8,2877,70009.0,624,0.0149558,8.181663625967054e-10,0.0005360769999999999,2.932642648081373e-11
6379,-45,9,2877,70009.0,624,0.0144719,8.014019934919367e-10,0.000494553,2.7386573987342212e-11
6380,-90,10,2877,70009.0,624,0.00477334,4.242273669314092e-10,0.000372334,3.3090932646540846e-11
6381,-105,11,2877,70009.0,624,0.0103949,6.000299868224553e-10,0.00046842300000000004,2.7039013989296193e-11
6382,-120,12,2877,70009.0,624,0.013597999999999999,7.435700242802306e-10,0.0005330980000000001,2.9151029033956647e-11
6461,120,0,2865,56298.0,632,0.004392899999999999,2.3331779830555644e-10,0.00038346,2.036651026389144e-11
6473,-120,12,2865,56298.0,632,0.00435073,2.379079579156293e-10,0.000439283,2.402100830827273e-11
6474,120,0,2861,563292.0,634,0.00356476,1.893332319624202e-10,0.000113706,6.039207260381891e-12
6475,105,1,2861,563292.0,634,0.00300275,1.69112536180685e-10,0.000108966,6.136880065761225e-12
6476,90,2,2861,563292.0,634,0.00175108,1.6724794427645701e-10,9.31e-05,8.892102937694535e-12
6477,45,3,2861,563292.0,634,0.00305746,1.7489312902730272e-10,0.000116884,6.686010117295812e-12
6478,30,4,2861,563292.0,634,0.00287036,1.5878942260536062e-10,0.000123587,6.836880520746076e-12
6479,15,5,2861,563292.0,634,0.0025329999999999997,1.3475236353911613e-10,0.000112239,5.9709713901566734e-12
6480,0,6,2861,563292.0,634,0.00242146,1.3349919880641382e-10,0.000105874,5.837013278943389e-12
6481,-15,7,2861,563292.0,634,0.00288776,1.5765332595999758e-10,0.000139435,7.612264005745723e-12
6482,-30,8,2861,563292.0,634,0.00282518,1.5455323314573343e-10,0.000109229,5.975440539461315e-12
6483,-45,9,2861,563292.0,634,0.00298806,1.654680616003093e-10,0.000102445,5.673037211650264e-12
6484,-90,10,2861,563292.0,634,0.00181326,1.6115225719560036e-10,0.00010463200000000001,9.299098295274841e-12
6485,-105,11,2861,563292.0,634,0.00335469,1.9364444068662734e-10,0.00012736100000000002,7.351722397684896e-12
6486,-120,12,2861,563292.0,634,0.00367738,2.0108762581906415e-10,0.000135174,7.391626302548603e-12
6487,120,0,2859,118241.0,635,0.0027394999999999997,1.455016295517931e-10,0.000236438,1.2557807734245981e-11
6488,105,1,2859,118241.0,635,0.00214103,1.2058113840277475e-10,0.000200507,1.1292397732738523e-11
6490,45,3,2859,118241.0,635,0.00200712,1.1481147656331718e-10,0.000211335,1.208880555198924e-11
6491,30,4,2859,118241.0,635,0.00207697,1.1489878170983982e-10,0.00021544900000000002,1.1918721801760873e-11
6492,15,5,2859,118241.0,635,0.00204611,1.0885043764746185e-10,0.00025148,1.3378414679359227e-11
6493,0,6,2859,118241.0,635,0.00186746,1.0295623871673518e-10,0.00022245700000000001,1.226443190012571e-11
6494,-15,7,2859,118241.0,635,0.00174399,9.521075987650504e-11,0.000179816,9.816809728240203e-12
6495,-30,8,2859,118241.0,635,0.00218925,1.1976428605055143e-10,0.000220297,1.2051484720373795e-11
6496,-45,9,2859,118241.0,635,0.00220474,1.220906053200625e-10,0.000180924,1.0018923173220874e-11
6499,-120,12,2859,118241.0,635,0.00237277,1.2974853996995168e-10,0.000267086,1.460487891637812e-11
6500,120,0,2855,159650.0,637,0.00154633,8.212941588787161e-11,0.000148635,7.894372954345965e-12
6501,105,1,2855,159650.0,637,0.00157329,8.860646475654312e-11,0.000161214,9.079446643188059e-12
6503,45,3,2855,159650.0,637,0.00167423,9.576946989049114e-11,0.00014798600000000002,8.465109794481177e-12
6504,30,4,2855,159650.0,637,0.00178996,9.902127777933475e-11,0.000251994,1.394040530108253e-11
6505,15,5,2855,159650.0,637,0.00136394,7.255986526867037e-11,0.000243998,1.2980381839248818e-11
6506,0,6,2855,159650.0,637,0.00155831,8.591227461615007e-11,0.00016495,9.093973405762624e-12
6507,-15,7,2855,159650.0,637,0.00144747,7.90226541427673e-11,0.00022434400000000002,1.2247755270233574e-11
6508,-30,8,2855,159650.0,637,0.00178422,9.760686740076048e-11,0.000170062,9.303347728367652e-12
6509,-45,9,2855,159650.0,637,0.00198623,1.0999030407434333e-10,0.000150121,8.313163348627548e-12
6511,-105,11,2855,159650.0,637,0.00175865,1.0151542932835439e-10,0.000193912,1.1193278896835559e-11
6512,-120,12,2855,159650.0,637,0.00158424,8.662989963713138e-11,0.000198908,1.0876748521071637e-11
6513,120,0,2853,113841.0,638,0.00180719,9.598433652480563e-11,0.00020679,1.0983129029025479e-11
6522,-45,9,2853,113841.0,638,0.00191534,1.060646697541336e-10,0.000184122,1.0196016960158814e-11
6529,45,3,2851,136034.0,639,0.00169588,9.700789532972537e-11,0.000230762,1.3200070725569076e-11
6530,30,4,2851,136034.0,639,0.0020090999999999998,1.1114418712510973e-10,0.000279172,1.5443902746548773e-11
6531,15,5,2851,136034.0,639,0.00159693,8.495463557304411e-11,0.000180178,9.585239383241558e-12
6534,-30,8,2851,136034.0,639,0.00178867,9.785030742493542e-11,0.000225309,1.2325669304905194e-11
6535,-45,9,2851,136034.0,639,0.00165617,9.17127633248945e-11,0.000163041,9.028626677970331e-12
6537,-105,11,2851,136034.0,639,0.00162544,9.382608219229541e-11,0.00020287299999999998,1.1710539160225875e-11
6539,120,0,2846,98795.0,641,0.0032273000000000002,1.714098956205519e-10,0.000416939,2.2144662866835218e-11
6543,30,4,2846,98795.0,641,0.00211108,1.1678576006972111e-10,0.00033680699999999995,1.8632293182542848e-11
6544,15,5,2846,98795.0,641,0.00240689,1.2804347267219237e-10,0.000318485,1.6942995065833165e-11
6546,-15,7,2846,98795.0,641,0.00248651,1.3574762845000747e-10,0.00036939,2.01663441824679e-11
6551,-120,12,2846,98795.0,641,0.00232179,1.269608359077509e-10,0.00026708900000000003,1.4605042963302145e-11
6552,120,0,2843,128410.0,642,0.00257364,1.3669239418860263e-10,0.000300297,1.594951737525637e-11
6553,105,1,2843,128410.0,642,0.00189408,1.0667310716147258e-10,0.000199126,1.1214620890688561e-11
6555,45,3,2843,128410.0,642,0.00206447,1.1809201693006472e-10,0.000186808,1.0685809674478935e-11
6556,30,4,2843,128410.0,642,0.00224823,1.2437295098316931e-10,0.000248108,1.372543028183601e-11
6557,15,5,2843,128410.0,642,0.00272772,1.4511121874177568e-10,0.000238525,1.2689225232202004e-11
6558,0,6,2843,128410.0,642,0.0019890999999999997,1.096624583292054e-10,0.00020795,1.1464636373012051e-11
6559,-15,7,2843,128410.0,642,0.00209267,1.1424646980244487e-10,0.00023621,1.2895563386504083e-11
6560,-30,8,2843,128410.0,642,0.00197407,1.079927300051671e-10,0.00018626,1.0189469416364377e-11
6561,-45,9,2843,128410.0,642,0.00198388,1.0986016949044584e-10,0.000185264,1.0259256830291127e-11
6563,-105,11,2843,128410.0,642,0.00217053,1.252905835840406e-10,0.000238475,1.3765611127330233e-11
6564,-120,12,2843,128410.0,642,0.00163753,8.954391983082851e-11,0.000169878,9.289321119626195e-12
6591,120,0,2837,138624.0,646,0.00219745,1.1671201162934396e-10,0.000322856,1.7147681734102472e-11
6592,105,1,2837,138624.0,646,0.00229859,1.2945479461812027e-10,0.00056695,3.1930181462872145e-11
6596,15,5,2837,138624.0,646,0.00159782,8.500198243587467e-11,0.000226906,1.2071109278012903e-11
6597,0,6,2837,138624.0,646,0.00169857,9.364504642513623e-11,0.000186115,1.0260835770921556e-11
6598,-15,7,2837,138624.0,646,0.00181869,9.928890468397236e-11,0.000313188,1.7098072502825626e-11
6599,-30,8,2837,138624.0,646,0.00180916,9.897122564860827e-11,0.00019509999999999997,1.0673067127309619e-11
6602,-105,11,2837,138624.0,646,0.0019378,1.1185659395131782e-10,0.000213695,1.2335222852939863e-11
6603,-120,12,2837,138624.0,646,0.00182685,9.989637438272829e-11,0.00040865300000000003,2.2346089214015965e-11
6617,120,0,2832,242147.0,648,0.00129762,6.89198118412111e-11,0.000168554,8.952320375058566e-12
6618,105,1,2832,242147.0,648,0.00151803,8.549426469015577e-11,0.00015487700000000001,8.722551749581533e-12
6619,90,2,2832,242147.0,648,0.000883514,8.438557932217239e-11,0.000123208,1.1767757451637683e-11
6620,45,3,2832,242147.0,648,0.00174259,9.967980536513559e-11,0.000192622,1.1018382676959667e-11
6621,30,4,2832,242147.0,648,0.00145334,8.039932950893783e-11,0.000143499,7.938420042937695e-12
6622,15,5,2832,242147.0,648,0.00172386,9.170714939223873e-11,0.000168298,8.953238562536978e-12
6623,0,6,2832,242147.0,648,0.00158652,8.746753978605952e-11,0.000135541,7.472605331254755e-12
6624,-15,7,2832,242147.0,648,0.00173584,9.476582172147347e-11,0.00020118599999999998,1.0983475786280048e-11
6625,-30,8,2832,242147.0,648,0.00113073,6.185728955849721e-11,0.000141579,7.745167456777903e-12
6626,-45,9,2832,242147.0,648,0.00143634,7.953936520651803e-11,0.00012419700000000002,6.8775850707728825e-12
6627,-90,10,2832,242147.0,648,0.000957658,8.511120761579931e-11,0.00011900100000000001,1.0576133460470998e-11
6628,-105,11,2832,242147.0,648,0.00149039,8.603052382036566e-11,0.00015358399999999999,8.86540567933698e-12
6629,-120,12,2832,242147.0,648,0.00139906,7.650382984038089e-11,0.000165572,9.053859101347725e-12
6630,120,0,2829,178121.0,650,0.00239166,1.2702698570317268e-10,0.000564831,2.999957325109285e-11
6631,105,1,2829,178121.0,650,0.00137348,7.735332151975596e-11,0.000175268,9.870956953231635e-12
6633,45,3,2829,178121.0,650,0.0013492,7.717707171431084e-11,0.00015603,8.925243477307976e-12
6634,30,4,2829,178121.0,650,0.00146234,8.089721298120202e-11,0.000168202,9.304999533531288e-12
6635,15,5,2829,178121.0,650,0.00186202,9.905708486265497e-11,0.000232212,1.2353381698438703e-11
6636,0,6,2829,178121.0,650,0.00128079,7.06121260889161e-11,0.00014776,8.14625953583198e-12
6637,-15,7,2829,178121.0,650,0.00151995,8.297960107242234e-11,0.00017134,9.354074047007364e-12
6638,-30,8,2829,178121.0,650,0.00212417,1.1620404407902243e-10,0.000187882,1.0278201937535553e-11
6639,-45,9,2829,178121.0,650,0.00128951,7.140844565176564e-11,0.000165198,9.148073613062621e-12
6641,-105,11,2829,178121.0,650,0.00121363,7.005496858145209e-11,0.000162205,9.363039953490304e-12
6642,-120,12,2829,178121.0,650,0.00113922,6.229517892782205e-11,0.000147015,8.039119511660398e-12
6646,45,3,2826,113105.0,651,0.00180704,1.0336648063343333e-10,0.000214104,1.2247198163593839e-11
6647,30,4,2826,113105.0,651,0.00186653,1.0325715972058688e-10,0.00041741900000000004,2.309178012322741e-11
6650,-15,7,2826,113105.0,651,0.00177831,9.708441355511654e-11,0.00021925099999999998,1.1969709868567827e-11
